X;Vigenere_r1;Vigenere_r5;Vigenere_r10;Affine;Uniform;Recursive
лтанадопол;щгкюкпяаящ;кяйжпґшязб;щвшєхзіяиг;юсикинтьтю;ехщщщжьрйи;едімчиґкоя
ьщіуріепіч;нмюиєюцеюк;цгзшсєйнмш;щґйчпфеяфм;витхмтщфтц;іґдтштштнм;едімчиґкоя
нуосновуоб;нуосновуоб;кїзшюлфкхл;цзултвффтф;хпвяхвєпвь;ґїсжщгюдкр;аїїфгчьфсї
плутуєпаву;рмфуфжрбгф;вткюнуцфін;рюіюищхгмю;щбфнфіщшзф;дшнттгїявф;хщсндтчмиц
тиннямфіло;шмуудтьнсф;ажицючтґфн;шсхїлдруір;оїяяулпщюм;гзопблщилч;пвсуібїйхд
софськихро;олсочієтнл;гтщммщкьлґ;зьбциіемчй;мйпмхрчзцй;адзфйєпвтр;юваввґеимц
змірковува;бжгїеичлчх;щкопждаьбч;йиящжялегі;икьсчбеоеп;ккєвтсїнлф;аччслгосеч
ньчасомслу;хдвжщцфщую;цдекичфащї;ціьхібїахо;бщрдвцзвнп;ієїжйосзчв;отєщгявбгґ
шнихалепер;юрйшгозтзу;бнхфхсебдї;ьхрьсюґекм;уїдршибкбл;єдтизлтожз;аюющчунєфю
еважнодуже;ючхазиьлаю;йзфшюхїкшр;цдаюїїйґсш;хвєркшіярх;мюьйжвфтех;йепхігкнюл
наївнихпро;йщжюйеслмк;вкчпвшебґг;аґвхиитшад;гґйагнряьб;рямхкєфцог;аоогсфїгло
козацькепи;ґжяумрґщза;сєржьґгнчк;чфяриглуих;ьмюйсєьхщі;щтфржллґбо;мчиґкоянма
яцтвовищут;ґючєуєлбшч;ипщсзйггзй;ццюхгмєкіс;ьзнфхфжглн;нояпбшпгїц;деіншїєпцї
урецькукул;урецькукул;шемзїпзфеь;єфоупкнлґд;севгузсзск;паєнуисиєс;хпіьждйоюм
ьтуруреліг;нзиєиєцвюу;вдяящхтфуз;ґавтхьцьть;чпрнрнгїжа;зхпцкхрїсв;хмжфяутїбй
ійнутерпим;мотшчіхфлс;вчґмшьбегт;іжбдесємжю;ямнвиецбєх;хєґуужючрх;ваввґеимцз
істьітінут;хвгіхгхюґг;тдгвсашюшя;овжмґіюжюж;шчнгшншбєн;намаусбтмщ;икфдщбьюшц
воріедужек;пвґшутєхую;тімчлхмґту;шжґьмзйоцж;гіїфдсьедз;ккбвтшааґї;фхмжфяутїб
расивімісц;айбулфщфбе;сеюнрїтсші;юаяпгхяжгь;хнясюшьшяб;апгцтнжогу;фукґотєщгя
яалевцілом;їйшплефшющ;дфцєбявцпл;гуітїфвірі;рсгчукягеґ;єхюофояизм;їьзелсгфчо
уйогонемож;иадудґцгдш;ьйєвтфеднї;цїзьркдлтч;щїґшґяичґр;коачиюдкєс;ґеимцзвійф
наназватив;ицицвшцлгш;щтквщктпїт;хйрбзтшйюн;іґіґюяґлїя;єшзорйкіид;тешбщьцуме
далимминул;пкщфььфюґщ;зжщбмроюкл;ицкбїяшток;ейхяннязчх;рцбцгчшому;ьґбдеіншїє
огорокубул;дудєдбисив;мщчіжїмикд;имжязїтесу;ємєжєдцлцт;цзряґабяеє;йіфвцшсмґр
овиданодея;шїрличшлмз;вхисшбждтч;гхяллтркто;ьмуюехьюгб;тїфхкжіейж;йхдьвябабб
кідосінена;хтмщятшнші;їґіижзиїзр;йхйгщпдурю;рніймнубуш;тґьїлюбтьє;клщієохивї
друкованів;пбґшямкюхм;афкіньґжжб;їбцечґижвщ;їгсайчґолч;гбшферїріі;еьгаггезлф
іршістарши;цвицгґлвих;еатлшнйкян;пмюрелойсй;тбьтнаібье;ржхкнююуко;фґшячцрйай
хукраїнськ;хукраїнськ;зчміщщсуси;миізлшаїче;кєхйзопалх;иябеїягпгс;гезлфеьгаг
ихпоетівта;няцхйщозщє;опяячьдлгс;хсбщлжтжїї;пхмзфґцщґл;хюжпріоапп;удшашшуожц
клітератур;чшфвпайвга;пцруйхіюфч;хюзпшяшмнх;єцмчртдчйт;йґпйидирзс;керцйепхіг
нонауковий;яаялдщанхш;йукщьиуяер;гщлсврщжйи;лєлпаеєгдк;щбьущшґтчщ;їфгчьфсїаї
вісникпода;гїтоілрпеб;ємугопфрфж;юшюфзтхйєо;оьхчкїциап;мгїювояцуч;уібїйхдьвя
вуривокзпо;тиєьтдбщед;еареятфзлл;всувєґнезя;мґбфмяшуая;ггфшфяжцнн;мфєюдгжіпь
емирудансь;иркфчзґсхб;взлґббцтдж;жвпґдуіюґу;імйогчжаву;фубпваюоца;їкцєаєєксв
когоцарсол;чюмюейабюш;ьбийбмгшйу;хдцшмнпчяо;зкркфжацкв;гяьфірпгїч;люйіфвцшсм
овейцеалег;хзйрайєтйи;ззодцьєчюг;цкемфїлїкв;ткмгцмйґмю;амґийлчбґп;зелсгфчоїь
оріяісторі;жибтбіїжиб;мжґнепиіде;еґргдйгґлп;йщуцуґїйщу;лешіеінвєт;чьфсїаїїфг
їсловянств;щдявпмбдеп;ньтншґцшсш;ґимахйвюцю;вдкцечадюе;жепшюврмії;уйгмпвсуіб
аскладеназ;мґьюмстамх;фжазкщцгчу;ддіїьйочиз;йпнтйдияйх;чгздмсґяай;чцрйаййцея
народнихоп;йщмкбйескл;щєвєлщнєєщ;сшдьйдизмв;кбцєякьфєа;ьчлпїхшяпф;члзфаффлес
овіданьяка;ляжвькчщіь;тшррзсужщз;єфоуоиижзо;иіщнєжбдвє;вшртхтяняй;яшчтмдсцкє
немаєнічог;лґкюдлзхмб;іжюаіійзоє;ицпщдьняхя;ясбапяіїьч;хкйбожьбшх;дяґгєинчід
оспільного;джеювнґдуд;ирюситмьйй;йгйвцрцґнп;сїщюьойсас;жїлпїірхіц;яхфмєуьрнґ
нізалегорі;ґющрвцудєю;ітчгйакгуз;хиюкпхцгюи;жциґхпшмяц;дьцяцфжжьє;чркблмюкїц
єюнізсловя;пищусачькі;жеьмнтуюєє;ґхбєнпсюяп;итлїінкяфе;оьчкркрбщо;йзтюродушо
нствомодна;ювгмяьяпюк;щвеуншятдя;тлсцйчеїип;пізмнснипр;ґячтпжоєхя;ягвдєїпюнл
кхочпоемув;хгщдьщнчбй;йвубфнмсьє;нніждпмяфц;фвґхяґюкїо;вмсошсгйкв;мпвсуібїйх
ціломуслід;єхщяьґвщхп;цздюбупдфу;лотґелєгдд;афтґдоптфч;кчмєщдіоєш;гптжьдвєзм
вважатихиб;яяьдьпєтєю;шгюьаліуяб;пкєффєєімщ;ббьйьжнкня;лвнґеєдгпх;гхшрлвнпгт
ноюокремії;мньнйпдлиі;биияцґюшхф;сгвчгшґлмх;чкикасдєец;ндгхздхасш;цмзхбцчркб
їчастиниві;йшбтуіоігї;лжіжсйюсти;деоґєхииий;золсґиуикц;шденбжґгжт;мзхбцчркбл
дзначаютьс;лпчиґижяєю;цзсофсюцло;оюіечцшгіф;ртцбюбаїмш;тенцнйздлг;удшашшуожц
ялегкістюг;кьсощцгґйо;аґкфтїиьпі;яєсцбзкзйк;ецуіаснийі;дофдгтзївщ;деіншїєпцї
уморомівід;чртфтрлелз;узднимґтжь;ярцплхсжря;уизжзищнщя;ваоихиїивє;биісярпехю
шліфованіс;сжґнішциґк;уйюгльюґуо;ьнккїьшеоя;яеюфїйзиюо;йдиґюшаьйо;юлйшжгікхе
тюзякимизу;ьенєтофоню;ьжєґроцжкщ;гбчвєонияй;йбїщрєиєїж;шшнмщфхужш;жмфєюдгжіп
стрічаємос;рспицяелнр;їфаюефзщда;еєифщорсгч;йчядюмлзґй;хщщсииюбуь;ізрщмїшєвз
явзагаліуд;жіозїзфряк;єднбужопфх;афбчлиегуж;йшьоаочєби;ябкгьйіелг;ьмйщздкпап
рібнішихсп;єюсґюльїже;єчонзлцзсн;гщмьщїкамх;вягуяїеашз;ікіодфмнєл;ухлєтщокяй
івомовкахц;річхчіузбв;зіклтаущфь;мкнидинкий;ґєрерєхцги;шніллриплз;ицгщяшчтмд
ьогопоетаз;єшйшщшмяип;бцьтчткмґн;ввїріщйрьг;єґхґоґбчми;игчрнрблуш;дгжіпьмйщз
начнокращи;мяцмнйпяшз;лркхуїєрґл;їевнчзевор;ьудьісеуаю;енющацхбпо;шячцрйаййц
миєпоезіїл;оїзсржійкн;фєйвікеншж;кязплллєєо;гїаліщжмря;їєіфжезьмд;іншїєпцїдн
иманського;хюлягїщаоа;лждзївеушз;ґоїжєоксюь;црхьґшаєтє;уогзхцшєтх;фнжхаххнзц
ткачихаіпе;ігтмяктажш;шяьшйюожрз;їзцяйщммье;кчхиндхгує;ьфшвщкхвху;аннбопґучн
реселенціт;сєтємєочїу;юбзтінїкчо;ґґхієкцдпе;ґеоеаештия;аінцзфбщєу;єьґбдеіншї
емаякихузя;аичцжґпнгц;убнвдчиєїу;суялилвїтє;єфидкчгцтд;ґощппшпюйц;аххнзцвшьх
тазпересел;кхбіюїюйює;мїзкекосбл;бґнчпяшуеш;рзгічхчечс;пжлсьфйккй;єинчідмсґх
енськогору;юзйтеишиїл;беиесйхєщь;іпєьхпищор;зюоьмгчгйш;жофшіщиіцк;жюеґикфдщб
хуізаворуш;йіяьсуежім;умюжіаієте;бяймєушяаш;їйпржєяюйч;пгялмшєаюи;щокяйїхґща
еньобидвіп;фвлгпшурщґ;тниляцдлжн;цнжпючеалб;зюьгнщґтбж;зґмджзезщф;щплбмнаннб
оезіїбулио;юптфхкгшую;иолмфцвсль;пшмбшярщгщ;дувскхгцшд;ещфлунфзнь;гезлфеьгаг
публікован;ьбїцтхщйіш;ркишелзійї;єіаббхпьїу;уощшасмгтз;июмррпїяйв;єчбшщфріюз
іувісникуо;цднцгяхщда;уіонлщюьщї;чтзоцеиешд;гзлгпежсзб;ччонсїєужй;жфяутїбйкч
собливосил;егпашргеша;щькцмиьбсс;щфмтїищєщл;зїщлршїзрл;еушмплїгфз;бопґучніше
ьневраженн;сжьціфяьжж;іажіпкфжцм;зтфнґьнкфї;еєоютсшоєє;ждлсськнуя;исюпнгруиа
ясправляєт;їбяайлшїрв;бтбеіґмкца;уїюпїбєчзк;бїщґзхьбяр;зумяїтгтмр;новртзюєдї
вірпересел;сьедхехєхб;іюьшрщцюлщ;їхбеєжвфбу;леьртьтєтй;потігроьєв;зюєдїнщйзт
енцізмолод;ітюмксуруи;гьдаайючєщ;руфбйнзлач;аірдгиїзїя;мулєлчалця;рїяіисюпнг
шихукраїнс;ихєдщвлчяг;ждгрбашукж;єюнаєізрйє;мхбфїзжвчк;ткажааахтж;щплбмнаннб
ькихбелетр;хздрщбибнл;дщдхакьбтп;йжсйдюцхчґ;паріяєшєцг;увжццблмяч;їоьлїчеаее
истівнайбі;дмнеьїшжще;рювеючицщє;ощжяхвоїєд;хкисфьяйшс;єяцштьглщл;гвдєїпюнля
льшевідзна;гомчуяцьдс;ґиабфаокїт;ецмейляьів;ечіабєхфто;оььнхвчхмо;гймщїжршли
чаєтьсятал;ущгоцншощі;гозмхьнфчи;знафїфіпіс;йєіщипьщєх;їгсґґфжічи;їаїїфгчьфс
ановитийбг;зцчіпюптиї;ццуталпосц;жнцимехжшн;хлшоукущдю;ьдидцидмщщ;ннбопґучні
рінченковч;гчаитаьбои;бсрюпюфсеє;иомуоьилиб;аьсшисзхчш;пмзксйьцчї;сгфчоїьзел
айченкояки;йцєпьчюїчу;пгдїбажирч;ачзвлвгжцк;дпщкглязлю;ащжсзгвляй;чркблмюкїц
